"Test.Sample" "Test.Mean" "Test.Standard.Deviation" "Test.Activity" "Training.Sample" "Training.Mean" "Training.Standard.Deviation" "Training.Activity"
"606" 4 -0.371208211399287 0.473396038509692 "Walking Upstairs" 4 -0.371208211399287 -0.371208211399287 "Walking Upstairs"
"607" 4 -0.367775472563526 0.475191307927843 "Walking Upstairs" 4 -0.367775472563526 -0.367775472563526 "Walking Upstairs"
"608" 4 -0.397605832985918 0.475734039986574 "Walking Upstairs" 4 -0.397605832985918 -0.397605832985918 "Walking Upstairs"
"609" 4 -0.422763073847237 0.482033383022095 "Walking Upstairs" 4 -0.422763073847237 -0.422763073847237 "Walking Upstairs"
"610" 4 -0.388513624435544 0.480452675881259 "Walking Upstairs" 4 -0.388513624435544 -0.388513624435544 "Walking Upstairs"
"611" 4 -0.39127641646738 0.485675485687014 "Walking Upstairs" 4 -0.39127641646738 -0.39127641646738 "Walking Upstairs"
"612" 4 -0.37626702234246 0.488015619995181 "Walking Upstairs" 4 -0.37626702234246 -0.37626702234246 "Walking Upstairs"
"613" 4 -0.380615482574332 0.486257621203382 "Walking Upstairs" 4 -0.380615482574332 -0.380615482574332 "Walking Upstairs"
"614" 4 -0.394982148120168 0.488183020831061 "Walking Upstairs" 4 -0.394982148120168 -0.394982148120168 "Walking Upstairs"
"615" 4 -0.396758687978093 0.471555982852117 "Walking Upstairs" 4 -0.396758687978093 -0.396758687978093 "Walking Upstairs"
"616" 4 -0.417897957111408 0.484079102530427 "Walking Upstairs" 4 -0.417897957111408 -0.417897957111408 "Walking Upstairs"
"617" 4 -0.414864206912299 0.482153290718887 "Walking Upstairs" 4 -0.414864206912299 -0.414864206912299 "Walking Upstairs"
"618" 4 -0.384376117197594 0.470677660733462 "Walking Upstairs" 4 -0.384376117197594 -0.384376117197594 "Walking Upstairs"
"619" 4 -0.383860513925668 0.473678761557069 "Walking Upstairs" 4 -0.383860513925668 -0.383860513925668 "Walking Upstairs"
"620" 9 -0.592153473147237 0.520150478496337 "Standing" 9 -0.592153473147237 -0.592153473147237 "Standing"
"621" 9 -0.643845471296435 0.528937626521624 "Standing" 9 -0.643845471296435 -0.643845471296435 "Standing"
"622" 9 -0.645753046870767 0.523175631842964 "Standing" 9 -0.645753046870767 -0.645753046870767 "Standing"
"623" 9 -0.640695364079465 0.522637628579685 "Standing" 9 -0.640695364079465 -0.640695364079465 "Standing"
"624" 9 -0.651139002747772 0.511005226040966 "Standing" 9 -0.651139002747772 -0.651139002747772 "Standing"
"625" 9 -0.646146879698324 0.517789129286504 "Standing" 9 -0.646146879698324 -0.646146879698324 "Standing"
"626" 9 -0.643023544401248 0.527560378372662 "Standing" 9 -0.643023544401248 -0.643023544401248 "Standing"
"627" 9 -0.64956753328836 0.530341553094809 "Standing" 9 -0.64956753328836 -0.64956753328836 "Standing"
"628" 9 -0.640277577549073 0.536284586433445 "Standing" 9 -0.640277577549073 -0.640277577549073 "Standing"
"629" 9 -0.65014968175697 0.527187387749999 "Standing" 9 -0.65014968175697 -0.65014968175697 "Standing"
"630" 9 -0.606015198387166 0.554485314299931 "Standing" 9 -0.606015198387166 -0.606015198387166 "Standing"
"631" 9 -0.635973024400873 0.542415717779603 "Standing" 9 -0.635973024400873 -0.635973024400873 "Standing"
"632" 9 -0.642432546852264 0.543009502894369 "Standing" 9 -0.642432546852264 -0.642432546852264 "Standing"
"633" 9 -0.646917441837611 0.53972491254558 "Standing" 9 -0.646917441837611 -0.646917441837611 "Standing"
"634" 9 -0.642357388719964 0.541007435373475 "Standing" 9 -0.642357388719964 -0.642357388719964 "Standing"
"635" 9 -0.64776755668057 0.532570384552436 "Standing" 9 -0.64776755668057 -0.64776755668057 "Standing"
"636" 9 -0.652143101443672 0.534233035429471 "Standing" 9 -0.652143101443672 -0.652143101443672 "Standing"
"637" 9 -0.628586192147237 0.530726055566826 "Standing" 9 -0.628586192147237 -0.628586192147237 "Standing"
"638" 9 -0.615219375067736 0.520782613557112 "Standing" 9 -0.615219375067736 -0.615219375067736 "Standing"
"639" 9 -0.613387155432282 0.523700195635726 "Standing" 9 -0.613387155432282 -0.613387155432282 "Standing"
"640" 9 -0.626487928397504 0.520347987705287 "Standing" 9 -0.626487928397504 -0.626487928397504 "Standing"
"641" 9 -0.633206428678717 0.512909989073131 "Standing" 9 -0.633206428678717 -0.633206428678717 "Standing"
"642" 9 -0.612235668301604 0.523954474274738 "Sitting" 9 -0.612235668301604 -0.612235668301604 "Sitting"
"643" 9 -0.635375616464403 0.53013798051757 "Sitting" 9 -0.635375616464403 -0.635375616464403 "Sitting"
"644" 9 -0.648916289963387 0.518661017337288 "Sitting" 9 -0.648916289963387 -0.648916289963387 "Sitting"
"645" 9 -0.657851118053298 0.517690744213974 "Sitting" 9 -0.657851118053298 -0.657851118053298 "Sitting"
"646" 9 -0.655699734768984 0.530945858761674 "Sitting" 9 -0.655699734768984 -0.655699734768984 "Sitting"
"647" 9 -0.663080702903779 0.529281009452824 "Sitting" 9 -0.663080702903779 -0.663080702903779 "Sitting"
"648" 9 -0.653056290563458 0.539249361270102 "Sitting" 9 -0.653056290563458 -0.653056290563458 "Sitting"
"649" 9 -0.651536201637433 0.53832828429235 "Sitting" 9 -0.651536201637433 -0.651536201637433 "Sitting"
"650" 9 -0.655286333498574 0.531898505704532 "Sitting" 9 -0.655286333498574 -0.655286333498574 "Sitting"
"651" 9 -0.658953570190036 0.523482687122391 "Sitting" 9 -0.658953570190036 -0.658953570190036 "Sitting"
"652" 9 -0.658797493799287 0.521701754429648 "Sitting" 9 -0.658797493799287 -0.658797493799287 "Sitting"
"653" 9 -0.599735229194118 0.547535022850615 "Sitting" 9 -0.599735229194118 -0.599735229194118 "Sitting"
"654" 9 -0.638312904398859 0.532555896822861 "Sitting" 9 -0.638312904398859 -0.638312904398859 "Sitting"
"655" 9 -0.645585012956328 0.524410962792192 "Sitting" 9 -0.645585012956328 -0.645585012956328 "Sitting"
"656" 9 -0.654142660726364 0.517300012274714 "Sitting" 9 -0.654142660726364 -0.654142660726364 "Sitting"
"657" 9 -0.656408143523351 0.505938729459115 "Sitting" 9 -0.656408143523351 -0.656408143523351 "Sitting"
"658" 9 -0.649720342427986 0.511784130617524 "Sitting" 9 -0.649720342427986 -0.649720342427986 "Sitting"
"659" 9 -0.645071200678075 0.521288175096109 "Sitting" 9 -0.645071200678075 -0.645071200678075 "Sitting"
"660" 9 -0.641003347221747 0.511576945594897 "Sitting" 9 -0.641003347221747 -0.641003347221747 "Sitting"
"661" 9 -0.63937297400713 0.51014495369386 "Sitting" 9 -0.63937297400713 -0.63937297400713 "Sitting"
"662" 9 -0.630907125860071 0.516799956679633 "Sitting" 9 -0.630907125860071 -0.630907125860071 "Sitting"
"663" 9 -0.639223796010588 0.512556028741544 "Sitting" 9 -0.639223796010588 -0.639223796010588 "Sitting"
"664" 9 -0.648442122721034 0.519306526521218 "Sitting" 9 -0.648442122721034 -0.648442122721034 "Sitting"
"665" 9 -0.65602635385205 0.515511787903973 "Sitting" 9 -0.65602635385205 -0.65602635385205 "Sitting"
"666" 9 -0.652918203987701 0.521628238213682 "Sitting" 9 -0.652918203987701 -0.652918203987701 "Sitting"
"667" 9 -0.522456818413315 0.526132992132533 "Laying" 9 -0.522456818413315 -0.522456818413315 "Laying"
"668" 9 -0.594677074263993 0.517002377988829 "Laying" 9 -0.594677074263993 -0.594677074263993 "Laying"
"669" 9 -0.603431400897718 0.518161365998546 "Laying" 9 -0.603431400897718 -0.603431400897718 "Laying"
"670" 9 -0.623687544876292 0.518933042691301 "Laying" 9 -0.623687544876292 -0.623687544876292 "Laying"
"671" 9 -0.628039022083066 0.532868837834607 "Laying" 9 -0.628039022083066 -0.628039022083066 "Laying"
"672" 9 -0.638960737427273 0.543338539110055 "Laying" 9 -0.638960737427273 -0.638960737427273 "Laying"
"673" 9 -0.647510719234225 0.537596678128181 "Laying" 9 -0.647510719234225 -0.647510719234225 "Laying"
"674" 9 -0.644380425676649 0.523404179619938 "Laying" 9 -0.644380425676649 -0.644380425676649 "Laying"
"675" 9 -0.642526014930481 0.523352527910716 "Laying" 9 -0.642526014930481 -0.642526014930481 "Laying"
"676" 9 -0.645042946090553 0.545123193435478 "Laying" 9 -0.645042946090553 -0.645042946090553 "Laying"
"677" 9 -0.642681520464171 0.550969417624016 "Laying" 9 -0.642681520464171 -0.642681520464171 "Laying"
"678" 9 -0.650578932730499 0.536321321445886 "Laying" 9 -0.650578932730499 -0.650578932730499 "Laying"
"679" 9 -0.585994252024135 0.528705126516522 "Laying" 9 -0.585994252024135 -0.585994252024135 "Laying"
"680" 9 -0.617040921630303 0.537755875347231 "Laying" 9 -0.617040921630303 -0.617040921630303 "Laying"
"681" 9 -0.636808207846881 0.534746510656461 "Laying" 9 -0.636808207846881 -0.636808207846881 "Laying"
"682" 9 -0.644241290623708 0.539397495592731 "Laying" 9 -0.644241290623708 -0.644241290623708 "Laying"
"683" 9 -0.644581310695009 0.542795742212756 "Laying" 9 -0.644581310695009 -0.644581310695009 "Laying"
"684" 9 -0.632462494552406 0.534042682718757 "Laying" 9 -0.632462494552406 -0.632462494552406 "Laying"
"685" 9 -0.620266250496613 0.517847866072001 "Laying" 9 -0.620266250496613 -0.620266250496613 "Laying"
"686" 9 -0.635338377915775 0.527198713193101 "Laying" 9 -0.635338377915775 -0.635338377915775 "Laying"
"687" 9 -0.608233880239929 0.522530295515958 "Laying" 9 -0.608233880239929 -0.608233880239929 "Laying"
"688" 9 -0.607956866722738 0.523814920750912 "Laying" 9 -0.607956866722738 -0.607956866722738 "Laying"
"689" 9 -0.631611821558824 0.542078900457793 "Laying" 9 -0.631611821558824 -0.631611821558824 "Laying"
"690" 9 -0.641509348470945 0.550509028499323 "Laying" 9 -0.641509348470945 -0.641509348470945 "Laying"
"691" 9 -0.372927914649554 0.475814502170676 "Walking" 9 -0.372927914649554 -0.372927914649554 "Walking"
"692" 9 -0.374921290227415 0.471249728255106 "Walking" 9 -0.374921290227415 -0.374921290227415 "Walking"
"693" 9 -0.374685031830285 0.465778382853403 "Walking" 9 -0.374685031830285 -0.374685031830285 "Walking"
"694" 9 -0.384541013914082 0.466915225264886 "Walking" 9 -0.384541013914082 -0.384541013914082 "Walking"
"695" 9 -0.38640915570959 0.473687027826392 "Walking" 9 -0.38640915570959 -0.38640915570959 "Walking"
"696" 9 -0.382234033592175 0.470808908315115 "Walking" 9 -0.382234033592175 -0.382234033592175 "Walking"
"697" 9 -0.389363725286667 0.46866640455734 "Walking" 9 -0.389363725286667 -0.389363725286667 "Walking"
"698" 9 -0.416743872027273 0.47629897648911 "Walking" 9 -0.416743872027273 -0.416743872027273 "Walking"
"699" 9 -0.448052589796257 0.484540131737824 "Walking" 9 -0.448052589796257 -0.448052589796257 "Walking"
"700" 9 -0.426252775276128 0.487326372512599 "Walking" 9 -0.426252775276128 -0.426252775276128 "Walking"
"701" 9 -0.422881957061426 0.481899209962502 "Walking" 9 -0.422881957061426 -0.422881957061426 "Walking"
"702" 9 -0.409526977772371 0.474839506690954 "Walking" 9 -0.409526977772371 -0.409526977772371 "Walking"
"703" 9 -0.417632582478503 0.472892995442185 "Walking" 9 -0.417632582478503 -0.417632582478503 "Walking"
"704" 9 -0.368406610342834 0.473510136331731 "Walking" 9 -0.368406610342834 -0.368406610342834 "Walking"
"705" 9 -0.38905465481877 0.476583945840023 "Walking" 9 -0.38905465481877 -0.38905465481877 "Walking"
"706" 9 -0.395216591511551 0.480633878410897 "Walking" 9 -0.395216591511551 -0.395216591511551 "Walking"
"707" 9 -0.408118344983422 0.479956644523871 "Walking" 9 -0.408118344983422 -0.408118344983422 "Walking"
"708" 9 -0.410446309074688 0.477415780613294 "Walking" 9 -0.410446309074688 -0.410446309074688 "Walking"
"709" 9 -0.378082016281283 0.470592961802101 "Walking" 9 -0.378082016281283 -0.378082016281283 "Walking"
"710" 9 -0.371178785162803 0.470532915095643 "Walking" 9 -0.371178785162803 -0.371178785162803 "Walking"
"711" 9 -0.369403721768449 0.463255075678926 "Walking" 9 -0.369403721768449 -0.369403721768449 "Walking"
"712" 9 -0.368340960231569 0.473808893747472 "Walking" 9 -0.368340960231569 -0.368340960231569 "Walking"
"713" 9 -0.372943979015738 0.472023991780065 "Walking" 9 -0.372943979015738 -0.372943979015738 "Walking"
"714" 9 -0.388274585834225 0.476379897615236 "Walking" 9 -0.388274585834225 -0.388274585834225 "Walking"
"715" 9 -0.385379819377807 0.473476089558691 "Walking" 9 -0.385379819377807 -0.385379819377807 "Walking"
"716" 9 -0.401345491265062 0.483384882918747 "Walking" 9 -0.401345491265062 -0.401345491265062 "Walking"
"717" 9 -0.421891567472763 0.489710076351915 "Walking Downstairs" 9 -0.421891567472763 -0.421891567472763 "Walking Downstairs"
"718" 9 -0.373249381356863 0.487815588779111 "Walking Downstairs" 9 -0.373249381356863 -0.373249381356863 "Walking Downstairs"
"719" 9 -0.373722140284135 0.491542206201039 "Walking Downstairs" 9 -0.373722140284135 -0.373722140284135 "Walking Downstairs"
"720" 9 -0.383680176870588 0.484653359437062 "Walking Downstairs" 9 -0.383680176870588 -0.383680176870588 "Walking Downstairs"
"721" 9 -0.409568073524617 0.476614124201167 "Walking Downstairs" 9 -0.409568073524617 -0.409568073524617 "Walking Downstairs"
"722" 9 -0.379568326753351 0.48167714662203 "Walking Downstairs" 9 -0.379568326753351 -0.379568326753351 "Walking Downstairs"
"723" 9 -0.366304571792923 0.485023090672995 "Walking Downstairs" 9 -0.366304571792923 -0.366304571792923 "Walking Downstairs"
"724" 9 -0.467207515934046 0.501373063735337 "Walking Upstairs" 9 -0.467207515934046 -0.467207515934046 "Walking Upstairs"
"725" 9 -0.478775424359002 0.492207278439056 "Walking Upstairs" 9 -0.478775424359002 -0.478775424359002 "Walking Upstairs"
"726" 9 -0.475789086438146 0.486904284749457 "Walking Upstairs" 9 -0.475789086438146 -0.475789086438146 "Walking Upstairs"
"727" 9 -0.499301205818717 0.488775286334703 "Walking Upstairs" 9 -0.499301205818717 -0.499301205818717 "Walking Upstairs"
"728" 9 -0.449237921911586 0.498478390102021 "Walking Upstairs" 9 -0.449237921911586 -0.449237921911586 "Walking Upstairs"
"729" 9 -0.452581718141647 0.493420912413551 "Walking Upstairs" 9 -0.452581718141647 -0.452581718141647 "Walking Upstairs"
"730" 9 -0.452161512148841 0.486797784475397 "Walking Upstairs" 9 -0.452161512148841 -0.452161512148841 "Walking Upstairs"
"731" 9 -0.446081474016043 0.504407883288477 "Walking Upstairs" 9 -0.446081474016043 -0.446081474016043 "Walking Upstairs"
"732" 9 -0.445901968627629 0.502820321305673 "Walking Upstairs" 9 -0.445901968627629 -0.445901968627629 "Walking Upstairs"
"733" 9 -0.409400574986275 0.489148262406651 "Walking Upstairs" 9 -0.409400574986275 -0.409400574986275 "Walking Upstairs"
"734" 9 -0.378228587294118 0.477701753745818 "Walking Downstairs" 9 -0.378228587294118 -0.378228587294118 "Walking Downstairs"
"735" 9 -0.387961267574635 0.478070531819546 "Walking Downstairs" 9 -0.387961267574635 -0.387961267574635 "Walking Downstairs"
"736" 9 -0.317403299003904 0.476230826079357 "Walking Downstairs" 9 -0.317403299003904 -0.317403299003904 "Walking Downstairs"
"737" 9 -0.277583619614973 0.453502551391659 "Walking Downstairs" 9 -0.277583619614973 -0.277583619614973 "Walking Downstairs"
"738" 9 -0.27407978066328 0.4536330262765 "Walking Downstairs" 9 -0.27407978066328 -0.27407978066328 "Walking Downstairs"
"739" 9 -0.345179781778449 0.487098056485371 "Walking Downstairs" 9 -0.345179781778449 -0.345179781778449 "Walking Downstairs"
"740" 9 -0.434455740478431 0.489457170667103 "Walking Upstairs" 9 -0.434455740478431 -0.434455740478431 "Walking Upstairs"
"741" 9 -0.417036639803529 0.487975040946077 "Walking Upstairs" 9 -0.417036639803529 -0.417036639803529 "Walking Upstairs"
"742" 9 -0.428098591067647 0.485582663896908 "Walking Upstairs" 9 -0.428098591067647 -0.428098591067647 "Walking Upstairs"
"743" 9 -0.427410341020856 0.484750338556667 "Walking Upstairs" 9 -0.427410341020856 -0.427410341020856 "Walking Upstairs"
"744" 9 -0.453293478175615 0.483833375508845 "Walking Upstairs" 9 -0.453293478175615 -0.453293478175615 "Walking Upstairs"
"745" 9 -0.444874031936007 0.48832159499876 "Walking Upstairs" 9 -0.444874031936007 -0.444874031936007 "Walking Upstairs"
"746" 9 -0.423986093756863 0.485239668692901 "Walking Upstairs" 9 -0.423986093756863 -0.423986093756863 "Walking Upstairs"
"747" 9 -0.427721101665597 0.483004997397054 "Walking Upstairs" 9 -0.427721101665597 -0.427721101665597 "Walking Upstairs"
"748" 9 -0.353049693535472 0.480608444721242 "Walking Downstairs" 9 -0.353049693535472 -0.353049693535472 "Walking Downstairs"
"749" 9 -0.354217884712121 0.494002084115573 "Walking Downstairs" 9 -0.354217884712121 -0.354217884712121 "Walking Downstairs"
"750" 9 -0.34835720276246 0.482262888689292 "Walking Downstairs" 9 -0.34835720276246 -0.34835720276246 "Walking Downstairs"
"751" 9 -0.288711272278431 0.481825789164157 "Walking Downstairs" 9 -0.288711272278431 -0.288711272278431 "Walking Downstairs"
"752" 9 -0.255844340568146 0.475082861756637 "Walking Downstairs" 9 -0.255844340568146 -0.255844340568146 "Walking Downstairs"
"753" 9 -0.303987054246952 0.471352356470224 "Walking Downstairs" 9 -0.303987054246952 -0.303987054246952 "Walking Downstairs"
"754" 9 -0.328289531794189 0.486940621229157 "Walking Downstairs" 9 -0.328289531794189 -0.328289531794189 "Walking Downstairs"
"755" 9 -0.296732879528538 0.482571054305554 "Walking Downstairs" 9 -0.296732879528538 -0.296732879528538 "Walking Downstairs"
"756" 9 -0.435409019318895 0.486280354445347 "Walking Upstairs" 9 -0.435409019318895 -0.435409019318895 "Walking Upstairs"
"757" 9 -0.433162578576471 0.49186972254737 "Walking Upstairs" 9 -0.433162578576471 -0.433162578576471 "Walking Upstairs"
"758" 9 -0.428874352904813 0.480402219719987 "Walking Upstairs" 9 -0.428874352904813 -0.428874352904813 "Walking Upstairs"
"759" 9 -0.418883659876649 0.478990845125835 "Walking Upstairs" 9 -0.418883659876649 -0.418883659876649 "Walking Upstairs"
"760" 9 -0.429128215304599 0.483927710605034 "Walking Upstairs" 9 -0.429128215304599 -0.429128215304599 "Walking Upstairs"
"761" 9 -0.432974440230143 0.475698123487406 "Walking Upstairs" 9 -0.432974440230143 -0.432974440230143 "Walking Upstairs"
"762" 9 -0.433712622317112 0.485018366077866 "Walking Upstairs" 9 -0.433712622317112 -0.433712622317112 "Walking Upstairs"
"763" 9 -0.448430379788093 0.486957235943918 "Walking Upstairs" 9 -0.448430379788093 -0.448430379788093 "Walking Upstairs"
"764" 9 -0.534449142686656 0.50566506414114 "Standing" 9 -0.534449142686656 -0.534449142686656 "Standing"
"765" 9 -0.575217247628342 0.516190389493868 "Standing" 9 -0.575217247628342 -0.575217247628342 "Standing"
"766" 9 -0.628721973452745 0.510290775765825 "Standing" 9 -0.628721973452745 -0.628721973452745 "Standing"
"767" 9 -0.629600400074332 0.526190491623413 "Standing" 9 -0.629600400074332 -0.629600400074332 "Standing"
"768" 9 -0.649369740672193 0.519298759338712 "Standing" 9 -0.649369740672193 -0.649369740672193 "Standing"
"769" 9 -0.652028980004278 0.525512683370852 "Standing" 9 -0.652028980004278 -0.652028980004278 "Standing"
"770" 9 -0.646287654953476 0.529043149127555 "Standing" 9 -0.646287654953476 -0.646287654953476 "Standing"
"771" 9 -0.644089421278966 0.526004121248959 "Standing" 9 -0.644089421278966 -0.644089421278966 "Standing"
"772" 9 -0.639368489221069 0.519482149038205 "Standing" 9 -0.639368489221069 -0.639368489221069 "Standing"
"773" 9 -0.63063787224533 0.53268469423042 "Standing" 9 -0.63063787224533 -0.63063787224533 "Standing"
"774" 9 -0.654805063788948 0.520905531605423 "Standing" 9 -0.654805063788948 -0.654805063788948 "Standing"
"775" 9 -0.564817174558467 0.535538435140453 "Standing" 9 -0.564817174558467 -0.564817174558467 "Standing"
"776" 9 -0.617413333889216 0.518759909234339 "Standing" 9 -0.617413333889216 -0.617413333889216 "Standing"
"777" 9 -0.632507373225526 0.519807198946454 "Standing" 9 -0.632507373225526 -0.632507373225526 "Standing"
"778" 9 -0.650497049052406 0.524081286069051 "Standing" 9 -0.650497049052406 -0.650497049052406 "Standing"
"779" 9 -0.646650885686809 0.532609664586482 "Standing" 9 -0.646650885686809 -0.646650885686809 "Standing"
"780" 9 -0.629409726528164 0.519982315742942 "Standing" 9 -0.629409726528164 -0.629409726528164 "Standing"
"781" 9 -0.631352917284848 0.515748964717976 "Standing" 9 -0.631352917284848 -0.631352917284848 "Standing"
"782" 9 -0.654959384348663 0.515508005278079 "Standing" 9 -0.654959384348663 -0.654959384348663 "Standing"
"783" 9 -0.653861744142246 0.522879232685748 "Standing" 9 -0.653861744142246 -0.653861744142246 "Standing"
"784" 9 -0.658620750600891 0.521438745208601 "Standing" 9 -0.658620750600891 -0.658620750600891 "Standing"
"785" 9 -0.649346711920321 0.533631836973858 "Standing" 9 -0.649346711920321 -0.649346711920321 "Standing"
"786" 9 -0.649855445491087 0.539144166041133 "Standing" 9 -0.649855445491087 -0.649855445491087 "Standing"
"787" 9 -0.589597378749911 0.5286109450813 "Sitting" 9 -0.589597378749911 -0.589597378749911 "Sitting"
"788" 9 -0.634897017507665 0.539194696560997 "Sitting" 9 -0.634897017507665 -0.634897017507665 "Sitting"
"789" 9 -0.656844108874991 0.521079303780936 "Sitting" 9 -0.656844108874991 -0.656844108874991 "Sitting"
"790" 9 -0.567895506228164 0.552414579802965 "Sitting" 9 -0.567895506228164 -0.567895506228164 "Sitting"
"791" 9 -0.527239156294652 0.567611901636484 "Sitting" 9 -0.527239156294652 -0.527239156294652 "Sitting"
"792" 9 -0.50036715247041 0.569412399507417 "Sitting" 9 -0.50036715247041 -0.50036715247041 "Sitting"
"793" 9 -0.489143552546524 0.524032745299387 "Sitting" 9 -0.489143552546524 -0.489143552546524 "Sitting"
"794" 9 -0.532526620479323 0.510277998544452 "Sitting" 9 -0.532526620479323 -0.532526620479323 "Sitting"
"795" 9 -0.619838669441711 0.530221103853816 "Sitting" 9 -0.619838669441711 -0.619838669441711 "Sitting"
"796" 9 -0.617045254542121 0.517069917356586 "Sitting" 9 -0.617045254542121 -0.617045254542121 "Sitting"
"797" 9 -0.60958474403975 0.513865657122572 "Sitting" 9 -0.60958474403975 -0.60958474403975 "Sitting"
"798" 9 -0.622993959850267 0.515643858341595 "Sitting" 9 -0.622993959850267 -0.622993959850267 "Sitting"
"799" 9 -0.609720512002317 0.527519817970369 "Sitting" 9 -0.609720512002317 -0.609720512002317 "Sitting"
"800" 9 -0.635263892657041 0.524097578764748 "Sitting" 9 -0.635263892657041 -0.635263892657041 "Sitting"
"801" 9 -0.633380276683957 0.512161903819297 "Sitting" 9 -0.633380276683957 -0.633380276683957 "Sitting"
"802" 9 -0.636811310786809 0.523991675589043 "Sitting" 9 -0.636811310786809 -0.636811310786809 "Sitting"
"803" 9 -0.651330702715526 0.525215555548761 "Sitting" 9 -0.651330702715526 -0.651330702715526 "Sitting"
"804" 9 -0.655400959026382 0.515084731554431 "Sitting" 9 -0.655400959026382 -0.655400959026382 "Sitting"
"805" 9 -0.653624849269519 0.510054199947088 "Sitting" 9 -0.653624849269519 -0.653624849269519 "Sitting"
"806" 9 -0.650777667312478 0.514433527963503 "Sitting" 9 -0.650777667312478 -0.650777667312478 "Sitting"
"807" 9 -0.6159300309041 0.534309091671347 "Sitting" 9 -0.6159300309041 -0.6159300309041 "Sitting"
"808" 9 -0.60822363064811 0.52343514672811 "Sitting" 9 -0.60822363064811 -0.60822363064811 "Sitting"
"809" 9 -0.620006890276292 0.514016399959018 "Sitting" 9 -0.620006890276292 -0.620006890276292 "Sitting"
"810" 9 -0.637270899518253 0.514491735355966 "Sitting" 9 -0.637270899518253 -0.637270899518253 "Sitting"
"811" 9 -0.653168002125669 0.521872076179511 "Sitting" 9 -0.653168002125669 -0.653168002125669 "Sitting"
"812" 9 -0.623022854673939 0.527181266182314 "Laying" 9 -0.623022854673939 -0.623022854673939 "Laying"
"813" 9 -0.639366247527451 0.510233710156696 "Laying" 9 -0.639366247527451 -0.639366247527451 "Laying"
"814" 9 -0.652759176716043 0.505491090507702 "Laying" 9 -0.652759176716043 -0.652759176716043 "Laying"
"815" 9 -0.645351836874153 0.520796924235896 "Laying" 9 -0.645351836874153 -0.645351836874153 "Laying"
"816" 9 -0.632408067605169 0.514947754327787 "Laying" 9 -0.632408067605169 -0.632408067605169 "Laying"
"817" 9 -0.61972708834082 0.507584279619305 "Laying" 9 -0.61972708834082 -0.61972708834082 "Laying"
"818" 9 -0.613824350938146 0.50850906579206 "Laying" 9 -0.613824350938146 -0.613824350938146 "Laying"
"819" 9 -0.624704889011052 0.517865264641584 "Laying" 9 -0.624704889011052 -0.624704889011052 "Laying"
"820" 9 -0.641458228570267 0.507336095713968 "Laying" 9 -0.641458228570267 -0.641458228570267 "Laying"
"821" 9 -0.647180646349911 0.523817385122041 "Laying" 9 -0.647180646349911 -0.647180646349911 "Laying"
"822" 9 -0.648924992692335 0.537190753568327 "Laying" 9 -0.648924992692335 -0.648924992692335 "Laying"
"823" 9 -0.623637846214617 0.552173266968334 "Laying" 9 -0.623637846214617 -0.623637846214617 "Laying"
"824" 9 -0.635313641217808 0.54396703965018 "Laying" 9 -0.635313641217808 -0.635313641217808 "Laying"
"825" 9 -0.642947741863957 0.53492189929953 "Laying" 9 -0.642947741863957 -0.642947741863957 "Laying"
"826" 9 -0.644440951523173 0.536556971498462 "Laying" 9 -0.644440951523173 -0.644440951523173 "Laying"
"827" 9 -0.636744739497326 0.529629540456993 "Laying" 9 -0.636744739497326 -0.636744739497326 "Laying"
"828" 9 -0.630790499126025 0.546577234798026 "Laying" 9 -0.630790499126025 -0.630790499126025 "Laying"
"829" 9 -0.629116792842424 0.545394962266903 "Laying" 9 -0.629116792842424 -0.629116792842424 "Laying"
"830" 9 -0.63589555500107 0.556014211289578 "Laying" 9 -0.63589555500107 -0.63589555500107 "Laying"
"831" 9 -0.614948654409091 0.521823912513436 "Laying" 9 -0.614948654409091 -0.614948654409091 "Laying"
"832" 9 -0.605869253993939 0.527544380324414 "Laying" 9 -0.605869253993939 -0.605869253993939 "Laying"
"833" 9 -0.644236391666667 0.547658272027132 "Laying" 9 -0.644236391666667 -0.644236391666667 "Laying"
"834" 9 -0.647982116023529 0.538546161658203 "Laying" 9 -0.647982116023529 -0.647982116023529 "Laying"
"835" 9 -0.634197229979982 0.520040386404503 "Laying" 9 -0.634197229979982 -0.634197229979982 "Laying"
"836" 9 -0.6048925454959 0.5226572260077 "Laying" 9 -0.6048925454959 -0.6048925454959 "Laying"
"837" 9 -0.610941845396078 0.524065278978591 "Laying" 9 -0.610941845396078 -0.610941845396078 "Laying"
"838" 9 -0.359415726227986 0.462654506091745 "Walking" 9 -0.359415726227986 -0.359415726227986 "Walking"
"839" 9 -0.349970356941925 0.46466932204433 "Walking" 9 -0.349970356941925 -0.349970356941925 "Walking"
"840" 9 -0.329381904868562 0.455633781584097 "Walking" 9 -0.329381904868562 -0.329381904868562 "Walking"
"841" 9 -0.3184061455971 0.453730423077607 "Walking" 9 -0.3184061455971 -0.3184061455971 "Walking"
"842" 9 -0.344576697966422 0.46077586111755 "Walking" 9 -0.344576697966422 -0.344576697966422 "Walking"
"843" 9 -0.363069388984439 0.456332605988723 "Walking" 9 -0.363069388984439 -0.363069388984439 "Walking"
"844" 9 -0.356590016981105 0.450081075909883 "Walking" 9 -0.356590016981105 -0.356590016981105 "Walking"
"845" 9 -0.356158560132638 0.469198303335679 "Walking" 9 -0.356158560132638 -0.356158560132638 "Walking"
